	BIGG	RHEA	EC-number
0	SARCOX	13313	1.5.3.1
0	SDPDS	22608	3.5.1.18
0	SELCYSS	22728	2.9.1.1
0	SELR	34939	2.9.1.1
0	SEPHCHCS	25593	2.2.1.9
0	SERD_D	13977	4.3.1.18
0	SERTRS	12292	6.1.1.11
0	SERTRS2	12292	6.1.1.11
0	SERt2rpp	28887	
0	SERt4pp	29575	
0	SGDS	15169	3.5.1.96
0	SGSAD	10812	1.2.1.71
0	SHCHCS3	25597	4.2.99.20
0	SHCHD2	15613	1.3.1.76
0	SHKK	13121	2.7.1.71
0	SPMDabcpp	29999#1	3.6.3.31
0	SPMDt3pp	28735	
0	SPMDtex	35039	
0	SPODM	20696	1.15.1.1
0	SSALx	13217	1.2.1.16
0	SSALy	13213	1.2.1.16
0	SUCASPtpp	29343	
0	SUCBZL	17009	6.2.1.26
0	SUCCt2_2pp	29303	
0	SUCDi	29187	
0	SUCFUMtpp	29323	
0	SUCMALtpp	29327	
0	SUCTARTtpp	34763	
0	SULR	13801	1.8.1.2
0	SULabcpp	10192#1	3.6.3.25
0	TARTD	15413	4.2.1.32
0	TARTRDtex	35199	
0	TARTRt7pp	29259	
0	TAUDO	15909	1.14.11.17
0	TAURabcpp	14613#1	3.6.3.36
0	TDP	27998	3.6.1
0	TDPADGAT	28763	2.3.1.210
0	TDPAGTA	28631	2.6.1.59
0	TDPDRR	21796	1.1.1.133
0	TDPGDH	17221	4.2.1.46
0	TGBPA	22948	4.1.2.40
0	THD2pp	11692	1.6.1.1
0	THDPS	17325	2.3.1.117
0	THIORDXi		1.11.1.15
0	THMDt2pp	29955	
0	THRS	10840	4.2.3.1
0	THRt2pp	28995	
0	THRtex	35019	
0	TKT1	10508	2.2.1.1
0	TMAOR2	30583	
0	TMDK1	19129	2.7.1.145
0	TMDS	12104	2.1.1.45
0	TMK	12012	2.7.1.89
0	TMPK	15913	2.7.4.16
0	TMPPP	22328	2.5.1.3
0	TPRDCOAS	15117	2.4.2.52
0	TRE6PH	23008	3.2.1.122
0	TRE6PP	23420	3.1.3.12
0	TRE6PS	18889	2.4.1.15
0	TREptspp		2.7.1.69
0	TRPAS2	19553	4.1.99.1
0	TRPS1	10532	4.2.1.20
0	TRSARr	18845	1.1.1
0	TTRCYCtex	35239	
0	TUNGStex	32839	
0	TYRPpp	30863	
0	TYRTA	15093	2.6.1.1
0	TYRTRS	10220	6.1.1.1
0	ThDPAT	35243	2.7.7
0	U23GAAT	17817	2.3.1.191
0	UACGALPpp		3.6.1.45
0	UACGAMPpp		3.6.1.45
0	UAGCVT	18681	2.5.1.7
0	UAGPT3	31227	2.4.1.227
0	UDCPDP	17069	
0	UDCPDPS		2.5.1
0	UDCPDPpp	17069	
0	UDPGD	23596	1.1.1.22
0	UGLCURPpp	29559	
0	UHGADA	25209	3.5.1.108
0	ULA4NFT	24706	2.1.2.13
0	UMPK	24400	2.7.4.14
0	UMPtex	27926	
0	UPP3S	18965	4.2.1.75
0	UPPRT	13017	2.4.2.9
0	URAt2pp	29239	
0	URAtex	27318	
0	URDGLYCD	15329	1.1.1.154
0	UREAtex	32799	
0	UREAtpp	32799	
0	URIC	30651	1.7.3.3
0	URIH	15577	3.2.2.3
0	URIK2	27650	2.7.1.48
0	URIt2pp	29951	
0	X5PL3E	18497	5.-.-.-
0	XAND	16669	1.17.1.4
0	XPPT	10800	2.4.2.22
0	XTSNH	27994	3.2.2.1
0	XYLI1	22816	5.3.1.5
0	XYLK	10964	2.7.1.17
0	XYLK2	18869	2.7.1.53
0	ZN2t3pp	28839	
0	ZN2tpp	29351	
0	2DGLCNRx	27910	
0	AOXSr	20712	2.3.1.47
0	DKMPPD	27922	
0	FDH5pp_1	21520	1.2.2.1
0	FLDR	50756	1.19.1.1
0	HACD3i	31195	1.1.1.211
0	HACD5i	31179	1.1.1.211
0	HACD8i	22432	1.1.1.35
0	KAT1	21036	2.3.1.9
0	MME	20553	5.1.99.1
0	MMM2	22888	5.4.99.2
0	UNK3	25796	2.6.1.5
0	34HPLFM	23364	1.1.1.222
0	34HPPOR	16189	1.13.11.27
0	3DH5HPBMTm	14121	2.1.1.114
0	3HAO	17953	1.13.11.6
0	3HPH5MBDCm	44768	4.1.1
0	3MOBDC	21108	4.1.1.72
0	3MOPDC	21108	4.1.1.72
0	4HBZFm	11948	3.1.2.23
0	4HGLSDm	31243	1.2.1
0	4MOPDC	11628	4.1.1.1
0	AASAD1	46936	1.2.1.95
0	AASAD2	12304	1.2.1.31
0	ABUTDm	19105	1.2.1.-
0	ABUTt2r	28915	
0	ACACT1m	21036	2.3.1.9
0	ACGKm	14629	2.7.2.8
0	ACGSm	24292	2.3.1.1
0	ACHLE1		3.1
0	ACHLE2		3.1
0	ACOAHim	20289	3.1.2.1
0	ACOAO5p	40171	
0	ACOAO8p	38971	
0	ACOATAm		2.3.1.-
0	ACONTm	10336	4.2.1.3
0	ACOTAim	18049	2.6.1.11
0	ACP1e	35587	3.1.3.102
0	ACPSm		3
0	ACSm	23176	6.2.1.1
0	ACSp	23176	6.2.1.1
0	ACtp	27814	
0	ACtr	27814	
0	ADNt2	29987	
0	AGTi	24248	2.6.1.44
0	AKGDbm	15213	2.3.1.61
0	AKGt2n	29011	
0	AKP1	15017	3.1.3.1
0	ALASm	12921	2.3.1.37
0	ALATA_Lm	19453	2.6.1.2
0	ALAt2r	29443	
0	ALCD22xim	10736	1.1.1.1
0	ALCD23xi	10736	1.1.1.1
0	ALCD23xim	10736	1.1.1.1
0	ALCD24xi	18529	1.1.1.1
0	ALCD24xim	18529	1.1.1.1
0	ALCD25xi	10736	1.1.1.1
0	ALCD25xim	10736	1.1.1.1
0	ALCD26xi	14873	1.1.1.190
0	ALCD2ir	25290	1.1.1.1
0	ALCD2irm	25290	1.1.1.1
0	ALDD20y	11888	1.2.1.5
0	ALDD20ym	11888	1.2.1.5
0	ALDD22x	30695	1.2.1
0	ALDD2xm	25294	1.2.1.3
0	ALDD2ym	25298	1.2.1.-
0	AMID	34375	3.5.1.4
0	AMID3	34371	3.5.1.4
0	APRTO2	26414	1.4.3.4
0	ARABR	15937	1.1.1.2
0	ARGTRSm	20301	6.1.1.19
0	ASNNe	21016	3.5.1.1
0	ASNTRSm	11180	6.1.1.22
0	ASNt6	28975	
0	ASPOcm	25876	1.4.3.16
0	ASPTAp	21824	2.6.1.1
0	ASPTRSm	19649	6.1.1.12
0	ATPATF1	16577	2.7.7.53
0	ATPH1	20988	3.6.1.5
0	ATPS	13065	3.6.1.15
0	ATPS3g		3.6.3.14
0	ATPS3v		3.6.3.14
0	BACCL	19681	6.2.1.11
0	BTSr	22060	2.8.1.6
0	C3STDH2	14709	5.3.3.1
0	C3STKR1	18409	1.1.1.270
0	C8STI	33435	
0	CATp	20309	1.11.1.21
0	CHLt2	28843	
0	CHOLK	12837	2.7.1.32
0	CRNCARtm	49908	
0	CRNCARtp	49908	
0	CRNt	34959	
0	CRNtp	34959	
0	CSNATp	21136	2.3.1.7
0	CTPS1	16597	6.3.4.2
0	CYSTGL	14005	4.4.1.1
0	CYTDt2	29983	
0	DCMPDA	22924	3.5.4.12
0	DCYTt2	29975	
0	DDPAm	14717	2.5.1.54
0	DESAT14	19721	1.14.19.1
0	DESAT18	19721	1.14.19.1
0	DHAK	15773	2.7.1.29
0	DHNPTtm		5.1.99.c
0	DHORD4i		1.3.3.1
0	DHORDi	15441	1.3.99.11
0	DOLK	13133	2.7.1.108
0	DPCOAKm	18245	2.7.1.24
0	DPGM	17765	5.4.2.4
0	DPMVD	23732	4.1.1.33
0	DURIt2	29967	
0	ECOAH5p	31075	4.2.1.17
0	ECOAH8p	45812	4.2.1.134
0	EPMGH	21112	3.2.1.22
0	ETHAt	32747	
0	ETOHt	35267	
0	ETOHtm	35267	
0	EX_ribflv_e	35015	
0	FA160tp	45256	
0	FA181ACPH	15057	3.1.2.14
0	FACOAL100p	15421	6.2.1.3
0	FACOAL120p	15421	6.2.1.3
0	FACOAL141	15421	6.2.1.3
0	FACOAL160	30751	6.2.1.3
0	FAS100	14993	2.3.1.85
0	FAS160COA	22896	2.3.1.86
0	FAS180	14993	2.3.1.85
0	FAS180COA	22896	2.3.1.86
0	FAS80COA_L	22896	2.3.1.86
0	FAS80_L	14993	2.3.1.85
0	FBP26	17289	3.1.3.46
0	FDH	15985	1.2.1.2
0	FE2t	28486	
0	FE2utm	28486	
0	FMETTRSm	24380	2.1.2.9
0	FMNATm	17237	2.7.7.2
0	FOLD3m	19949	2.5.1.15
0	FORt	29679	
0	FRDm	30343	1.3.5.1
0	FRTT	17653	2.5.1.29
0	FTHFCL	10488	6.3.3.2
0	FTHFCLm	10488	6.3.3.2
0	FUMm	12460	4.2.1.2
0	G12MT1g	29523	2.4.1.131
0	G12MT2g	29523	2.4.1.131
0	G13MTg	29515	2.4.1.132
0	G3PCt	32911	
0	G5SD2	19541	1.2.1.41
0	GALt2	29019	
0	GCC2bim	16945	2.1.2.10
0	GCCam	24304	1.4.4.2
0	GCCbim	16945	2.1.2.10
0	GCCcm	15045	1.8.1.4
0	GGLGH	21112	3.2.1.22
0	GK2	12697	2.7.4.8
0	GLXt	29723	
0	GLXtp	29723	
0	GLYCLm	27758	1.4.4.2
0	GLYOXm	25245	3.1.2.6
0	GLYt2m	28899	
0	GTHPm	16833	1.11.1.9
0	GTHRDabcv	29787	
0	GTMLT	23904	2.3.2.2
0	H2Otm	29667	
0	HACD10p	22432	1.1.1.35
0	HACD5p	31179	1.1.1.211
0	HACD8p	22432	1.1.1.35
0	HACNHm	15485	4.2.1.114
0	HBZOPT6m	44556	2.5.1.39
0	HCO3Em	10748	4.2.1.1
0	HCO3tn	28695	
0	HDCAt	45256	
0	HICITDm		1.1.1.155
0	HISTRSm	17313	6.1.1.21
0	HISt2m	37047	
0	HKYNH	25143	3.7.1.3
0	HMGCOAS	10188	2.3.3.10
0	HMGCOASm	10188	2.3.3.10
0	HPROxm		1.5.1.12
0	HPROym		1.5.1.12
0	ICDHxm	11900	1.1.1.286
0	INDPYRD	18017	4.1.1.43
0	KARA1im	22068	1.1.1.383
0	KARA2im	13493	1.1.1.86
0	Kt2r	28490	
0	LEUTA	18321	2.6.1.42
0	LEUTAm	18321	2.6.1.42
0	LEUTRSm	11688	6.1.1.4
0	LEUt6	28731	
0	LNSTLS	14621	5.4.99.7
0	LYSt2m	28911	
0	MACACI	14817	5.2.1.2
0	MALSp	18181	2.3.3.9
0	MALT		3.2.1.20
0	MCOATAm		2.3.1.-
0	ME1m	12653	1.1.1.38
0	ME2m	18253	1.1.1.40
0	METB1	30931	2.5.1.48
0	MEVK1	17065	2.7.1.36
0	MI1PS	10716	5.5.1.4
0	MTAP	11852	2.4.2.28
0	MTHFCm	23700	1.5.1.15
0	MTHFD2i	22892	1.5.1.15
0	MTHFDm	22812	1.5.1.5
0	MTHFR3	19817	1.5.1.20
0	NABTNO	31231	1.2.1.3
0	NADH2_u6m		1.6.99.3
0	NADNm	16301	3.2.2.5
0	NDP1		3.1.3
0	NDP7	15017	3.1.3.2
0	NH4t	28747	
0	NH4ti	28747	
0	NH4tm	28747	
0	NH4tn	28747	
0	NH4tp	28747	
0	NMNATm	21360	2.7.7.1
0	NNAMrm	14545	3.5.1.19
0	NTRLASE	45776	3.5.5.1
0	NTRLASE2	21724	3.5.5.1
0	OBDHm	33223	
0	OCDCAt	39807	
0	OHACT2	17229	2.3.1.84
0	OHACT5	36147	2.3.1.224
0	OMCDCm	25078	1.1.1.85
0	ORNTACim	15349	2.3.1.35
0	P5CDm	16417	1.2.1.88
0	PDE2	14653	3.1.4.17
0	PDHm	28042	1.2.1
0	PEPAT		2.3.1.88
0	PETHCT	24592	2.7.7.14
0	PFK26	15653	2.7.1.105
0	PHETRSm	19413	6.1.1.20
0	PHEt2m	28923	
0	PHEt2r	28923	
0	PIt2m	29939	
0	PIt2n	29939	
0	PIt2p	29939	
0	PIt2v	29939	
0	PIt5m	32823	
0	PNP		2.4.2
0	POLYAO	26027	
0	PPPGOm	25576	1.3.3.4
0	PPYRDC	14185	4.1.1.-
0	PSPHS	33519	1.14.13.169
0	PTE10x	16645	3.1.2.2
0	PTE2x	16645	3.1.2.2
0	PUNP1m	27642	2.4.2.1
0	PYDXNO	15033	1.1.3.12
0	PYR5CDm		1.5.1.12
0	PYRDC	45484	4.1.1.1
0	QUILSYN	25147	
0	RAFGH		3.2.1
0	RBFKm	14357	2.7.1.26
0	RIBFLVtm	35015	
0	RNDR1n	23252	1.17.4.1
0	RNDR3n	23252	1.17.4.1
0	RNDR4n	23252	1.17.4.1
0	RNMK	14017	2.7.1.22
0	RNTR4	12701	1.17.4.2
0	SADT	18133	2.7.7.4
0	SAM24MT	21128	2.1.1.41
0	SBPP1er	27514	3.1.3
0	SBTD_D2	33031	1.1.1.14
0	SERt2m	28887	
0	SERt2r	28887	
0	SLCBK2	33563	2.7.1.91
0	SO4ti	34983	
0	SPH1Pter	38671	
0	SPMDt3i	28735	
0	SPRMS	19973	2.5.1.16
0	SUCD1m	30343	1.3.5.1
0	T4HCINNMFM		4.2.1.-
0	THIORDXm		1.11.1.15
0	THIORDXni		1.11.1.15
0	THMDt2	29955	
0	THMP	15017	3.1.3.2
0	THMPe	15017	3.1.3.2
0	THRD_Lm	22108	4.3.1.19
0	THRt2m	28883	
0	THRt2r	28883	
0	TRDRm		1.6.4.5
0	TREHv	20868	3.2.1.28
0	TRPO2	24536	1.13.11.11
0	TRPTA	14093	2.6.1.27
0	TRPTRSm	24080	6.1.1.2
0	TRPt2m	28879	
0	TYRTAi	15093	2.6.1.1
0	TYRTAim	15093	2.6.1.1
0	TYRTAip	15093	2.6.1.1
0	TYRt2m	28875	
0	UDPACGLP	13509	2.7.7.23
0	UMPKn	24400	2.7.4.14
0	URIK1	16825	2.7.1.213
0	UTPH1	36795	3.6.1.5
0	XTSNt2	28939	
0	XYLR	27445	1.1.1.21
0	3M2OBLOXRD	13457	1.2.4.4
0	3M2OPLOXRD	13457	1.2.4.4
0	6PHBG	10772	3.2.1.86
0	ACOAD4		1.3.99.3
0	ADCYRS	23256	6.3.5.10
0	AKGDa	12188	1.2.4.2
0	AKGDb	15213	2.3.1.61
0	ALAD_L	18405	1.4.1.1
0	ALATA_D	15869	2.6.1.21
0	ALKP	51728	3.1.3
0	AMAA		3.5.1.28
0	ARGDr	19597	3.5.3.6
0	ARGORNt7	34991	
0	ATPS4r		3.6.3.14
0	Cut1	10376#1	3.6.3
0	FGLU	22492	3.5.3.8
0	GCCc	15045	1.8.1.4
0	GLUabc	29035#1	3.6.3.21
0	GLYBabc	32783	
0	GLYC3Pabc	21668#1	3.6.3.20
0	HEMEAS		1.3
0	ILEabc	29819	
0	IZPN	23660	3.5.2
0	KAS10	22836	2.3.1.41
0	KAS12	22836	2.3.1.41
0	KAS2	22836	2.3.1.41
0	KAS8	22836	2.3.1.41
0	KAS9	22836	2.3.1.41
0	Kabc	16777#1	3.6.3.10
0	LDH_L	23444	1.1.1.27
0	METabc	29779	
0	MG2abc	10260#1	3.6.3.2
0	MNabc	17365#1	3.6.3.35
0	MNt2	29007	
0	NADH6		1.6.5.3
0	NADH7		1.6.5.3
0	NADH8		1.6.5.3
0	NIabc	15557#1	3.6.3.24
0	NO3R1	29147	
0	NO3R2	29139	
0	NOPD	19637	1.5.1.19
0	NTRIRy	24628	1.7.1.4
0	OIVD3	30907	1.2.1
0	OOR3r	17297	1.2.7.3
0	ORNCD	24368	4.3.1.12
0	ORNabc	29883#1	3.6.3.21
0	PDHcr	33059	1.8.1
0	PIabc	24440#1	3.6.3.27
0	PROt4	28967	
0	PYNP1	16037	2.4.2.2
0	PYRZAM	27385	3.5.1.107
0	SPMDabc	29999#1	3.6.3.31
0	SUCR	13653	2.4.1.10
0	TREpts		2.7.1.69
0	UDCPKr	23752	2.7.1.69
0	UPPDC2	31239	4.1.1.37
0	UREA	20557	3.5.1.5
0	VALabc	29803	
0	XANt2	29663	
0	EX_chitob_e	35051	
0	DXYLUDtex	28446	
0	SLCYSS	30891	2.5.1.47
0	OAAtex	16021	5.3.2.2
0	EX_rnam_e	33163	
0	EX_dxyl_e	28446	
0	PFOR		1.2.7.-
0	GLCOAS	14169	6.2.1.6
0	SALSYN	27874	4.2.99.21
0	EX_4hoxpac_e	33175	
0	CLBH		3.2.1.21
0	ACNPLYS	19273	2.5.1.56
0	MMSAD2	36027	1.2.1.87
0	NMNHYD	30815	3.1.3.-
0	DMALRED	31291	1.1.5.4
0	ASPCTn	20013	2.1.3.2
0	CBPSn	18633	6.3.5.5
0	G6PI2	11816	5.3.1.9
0	GTPCI_1	17473	3.5.4.16
0	HACDp	22432	1.1.1.211
0	LCADm	14277	1.2.1.22
0	MTHFCm_1	23700	1.5.1.15
0	MTHFD_1	22812	1.5.1.5
0	MTHFD2	22892	1.5.1.15
0	MTHFDm_1	22812	1.5.1.5
0	PCLAD	16557	4.1.1.45
0	PTRCt2	28891	
0	NADS2	24384	6.3.5.1
0	23DK5MPPISO	18769	3.1.3.77
0	ARD	24504	1.13.11.54
0	G1PCTYT	18213	2.7.7.33
0	STACHGALACT	21112	3.2.1.22
0	TSULR3e	14505	2.8.1.3
0	DHEDAA		4.1.2
0	4HOXPACMOF	30595	1.14.14.9
0	MNabc_1	17365#1	3.6.3.35
0	OHEDH		4.2.1.-
0	RAFHpp		3.2.1.26
0	3HPAOX		1.14.13.3
0	1PPDCRc	12524	1.5.1.1
0	2DHGLCK	10788	2.7.1.13
0	3MBZALDH	12785	1.1.1.21
0	4CMLCL_kt	23348	4.1.1.44
0	4MBZALDH	12785	1.1.1.21
0	4OT	32211	5.3.2.6
0	4OT2	33431	5.3.2.6
0	6HNACMO	27333	1.14.13.114
0	AASAD3	12308	1.2.1.31
0	ACOADH1	43780	1.3.99.3
0	ACS2	20373	6.2.1.17
0	ALCDkt	10736	1.1.1.1
0	AOXHEXCYCL	31067	
0	APTNAT	10212	2.6.1.48
0	ARUH	13833	2.6.1.84
0	BHMT	22336	2.1.1.5
0	DABAAT	11160	2.6.1.76
0	DCTPD2	30335	3.5.4.13
0	DHPR	17865	1.5.1.34
0	DHSKDH	24848	4.2.1.118
0	DNAMTn2r	13681	2.1.1.37
0	DURAD	18093	1.3.1.2
0	ECOAH12	31175	4.2.1.17
0	ECOAH9ir	31119	4.2.1.17
0	EX_hco3_e	28695	
0	FOLD3	19949	2.5.1.15
0	G3PD	31283	1.1.5.3
0	G6PBDH	15841	1.1.1.363
0	GADktpp	12769	1.1.99.3
0	GAt2pp	36471	
0	GLCOASYNT	15213	2.3.1.61
0	GLNTRAT	17521	6.3.5.7
0	GLUTCOADHc	13389	1.3.8.6
0	GLYALDDr	30783	1.2.1.3
0	HMGL	24404	4.1.3.4
0	HMSH2	14549	3.7.1.9
0	HMSH3		3.7.1
0	HOPNTAL2		4.1.2
0	LYSMO	14601	1.13.12.2
0	LYSRC	22864	5.1.1.5
0	MCCC	13589	6.4.1.4
0	METGL	23800	4.4.1.11
0	MMTSAO	31047	1.2.1.27
0	MSULR	20549	1.8.2.2
0	MTOLDOX		1.14.12.-
0	MUCCYCI	10640	5.5.1.1
0	MUCLI	31123	5.3.3.4
0	MXMO		1.14.13.-
0	NFMLDF	30843	3.5.1.106
0	OARGDC	11340	4.1.1.75
0	OMAIS	18813	5.3.3.10
0	OXOADLR	12188	1.2.4.2
0	OXOAEL	10184	3.1.1.24
0	PABB	11672	2.6.1.85
0	PC20M	16841	2.1.1.130
0	PC8XM	22512	5.4.99.61
0	PDHbr	17017	2.3.1.12
0	PGLCNDH	16817	1.1.1.43
0	PHETHPTOX	20273	1.14.16.1
0	PXMO		1.14.13.-
0	RNADRr	18597	1.18.1.1
0	SER_AL	19169	4.3.1.15
0	SHSL2r	27826	2.5.1.-
0	VNDH	13309	1.2.1.67
0	VNDH_3	36311	
0	XMO		1.14.13
0	ACPS		3
0	ALAt4	29283	
0	ALCD2y	10736	1.1.1.1
0	AMID4	45048	3.5.1.4
0	ANS2	21732	4.1.3.27
0	ASPO2	42440	1.4.1.21
0	CDAPPA_HP	15221	3.6.1.26
0	DDPGA	18169	4.1.3.16
0	FRD5		1.3.99.1
0	G6PDH1	38215	1.1.1.363
0	GFUCS	18885	1.1.1.271
0	HPROx		1.5.1.12
0	LacR	10960	5.1.2.1
0	MDH4		1.1.99.16
0	NARK	28983	
0	PDH2	44140	
0	PGPP_HP	33751	3.1.3.27
0	PHCD	31155	1.2.1.88
0	PUTA3	30235	1.2.1.88
0	SUCFUMt	29323	
0	TMDSf	12104	2.1.1.45
0	TARTRt7	29259	
0	PRDX	30691	1.11.1.21
0	PPNCL3	25156	6.3.2
0	PPDK	10756	2.7.9.1
0	PNCDC	15077	4.1.1.30
0	PLIPA1E160	18689	3.1.1.32
0	PHYCBOXL	19717	4.1.1.28
0	PEAMNO	25265	1.4.3.21
0	P5CRx	14105	1.5.1.2
0	MMSAD1	20804	1.2.1.27
0	MCD	18781	4.1.1.9
0	UAGPT2	23192	2.4.1.227
0	UAAGLS1	17969	6.3.2.7
0	TRESULT	41608	2.8.2.37
0	LO	16513	1.13.12.4
0	GLNSP2	16169	6.3.1.2
0	GLCabc		3.6.3.17
0	GCC2	16945	2.1.2.10
0	MTI	15145	5.4.99.16
0	DALAOX	22688	1.4.3.19
0	Cuabc	10376#2	3.6.3.4
0	Clt	29823	
0	CPC6R	23408	1.3.1.54
0	CPC4MT	22012	2.1.1.133
0	CPC3MT	26273	2.1.1.131
0	CPC2MT	17997	2.1.1.151
0	CMLDC	23348	4.1.1.44
0	ATPS1	20852#1	3.6.3.6
0	ARBabc		3.6.3.17
0	ALDD1	16425	1.2.1.46
0	FRD	30343	1.3.5.1
0	FOLR2	31103	1.5.1.3
0	FE3abc	12332#1	3.6.3.30
0	FACOAL80	33631	6.2.1.3
0	4HALDD	17273	1.2.1.53
0	PHACTE		3.1.2
0	34DHALDD	11804	1.2.1.29
0	3PHACTE		3.1.2
0	GLYCDH	19765	4.2.1.30
0	NTP7	15017	3.1.3.2
0	D5KGK	13497	2.7.1.92
0	PENAM	18693	3.5.1.11
0	IMACTD	31059	1.2.1.3
0	PGPAGT	15845	2.4.1.52
0	ASPO3_1	28683	
0	ASPO5_1	30043	1.5.99
0	ASPO6_1	25876	1.4.3.16
0	ASPt2_2	29287	
0	CBL1abc		3.6.3.33
0	CBLAT_DELETE	11528	2.5.1.17
0	CITt7	28835	
0	DDGLCNt2r	29943	
0	DHBSr	20229	2.7.7.58
0	DHCINDO_1	23840	1.13.11.16
0	ENTCS_1	28566	
0	FDH3	21520	1.2.2.1
0	FUMt2_2	29331	
0	GALCTNt2r	29835	
0	GLYCLTt2r	29411	
0	HKNDDH_1	34187	3.7.1.14
0	HPPPNDO_1	23840	1.13.11.16
0	HPPPNt2r	28907	
0	HYD1	29059	
0	HYD3		1.18.99.1
0	IDONt2r	29571	3.6.3
0	INDOLEt2r	29227	
0	MALTTRabc		3.6.3
0	MALTTTRabc		3.6.3
0	PNTOt4	29927	
0	PSD_EC	20828	4.1.1.65
0	PTRCabc	29995#1	3.6.3.31
0	SERt4	29575	
0	SUCCt2_2	29303	
0	THD2	11692	1.6.1.1
0	TREHe	20868	3.2.1.28
0	XYLt2	28959	
0	FRD7	29187	
0	ACTD	22900	1.1.1.303
0	ARD1	14161	1.13.11.53
0	CYS	10112	4.2.1.22
0	D5KGPA	13177	4.1.2.29
0	MACPT	17649	2.3.1.187
0	SHCHCC	26269	4.99.1.3
0	AEPPYRTA	17021	2.6.1.37
0	4HOXPACMON	16681	1.14.14.9
0	4HOXPACMOF_1	30595	1.14.14.9
0	Cobalt2abcppI	32779	
0	CODSCL5BMT	26285	2.1.1.195
0	ALAALAD_1	20661	3.4.13.22
0	CHITOBex	35051	
0	RNAMtex	33163	
0	GULNLR	43496	1.1.1.380
0	EX_4crsol_e	35071	
0	3HOPCD	11168	1.1.1.259
0	AGMDA	18037	3.5.3.12
0	ALCD4	33199	1.1.1
0	ASR2		1.20.4
0	BZSS	10416	4.1.99.11
0	CA2abc1pp	18105#1	3.6.3
0	CA2abcpp	18105#2	3.6.3
0	CHDCCH	21856	4.2.1.100
0	CITCIb	42424	4.2.1.35
0	CMPDAi	22924	3.5.4.12
0	CRO4tex	32819	
0	CUabcpp	10376#2	3.6.3.4
0	CYOO2pp		1.9.3.1
0	GLYTA	14089	2.6.1.4
0	HOCCD	18265	1.1.1.368
0	HP5CD		1.5.1.12
0	LCD	21056	4.2.1.54
0	LDAPAT	23988	2.6.1.83
0	MOSDC	25767	4.1.1.3
0	MTHFR		1.7.99.5
0	NPPDO		1.13.11.32
0	OGCOAAT		2.3.1
0	PBUTT	20892	2.3.1.19
0	PHEPS		2.7.9.-
0	PPPGO2	30575	
0	PRO1y	14109	1.5.1.2
0	SSCOARy	26450	1.2.1.76
0	34DHOXPEGOX	31147	1.1.1.1
0	AACOAR_syn	22256	1.1.1.36
0	BCAROKE		1.13.99
0	BILIRED	15793	1.3.1.24
0	CHPHYS	17317	2.5.1.62
0	DMPPS_syn		1.17.1.2
0	POR_1	11132	1.3.1.33
0	DVOCHR	48884	1.3.1.75
0	FNOR	20125	1.18.1.2
0	GCATENEC	32239	5.5.1.19
0	GLMS_syn	12128	1.4.7.1
0	H2ASE_syn	18637	1.12.1.3
0	HGPHT	37975	2.5.1.115
0	HOXG		1.14.99.3
0	IPDPS_syn		1.17.1.2
0	LYCOPC	32219	5.5.1.19
0	MPBQ	37979	2.1.1.295
0	MPOMC1	24272	1.14.13.81
0	MPOMT	17809	2.1.1.11
0	NAR_syn	21828	1.7.7.2
0	NMNS	16149	2.4.2.12
0	NOR_syn	18041	1.7.7.1
0	POR_syn	12765	1.2.7.1
0	PYK2	18157	2.7.1.40
0	PYK3	30295	2.7.1.40
0	RBCh	36631	1.13.11
0	RBPC	23124	4.1.1.39
0	SPT_syn	19125	2.6.1.45
0	SQD1	13197	3.13.1.1
0	DMTPHT	26462	2.1.1.163
0	HCO3tex	28695	
0	NO3abcpp	13181#1	3.6.3.26
0	UREAabcpp	32803	
0	GLXO3r	14837	1.2.3.5
0	OXADC	16509	4.1.1.2
0	FTR	42336	1.8.7.2
0	SPS	22172	2.4.1.14
0	GGPP	22652	3.1.3.69
0	SQLC	17637	5.4.99.17
0	MEHLER	37795	1.6.3.2
0	EX_Rtotal2_e	38879	
0	EX_Rtotal3_e	38879	
0	EX_chsterol_e	39747	
0	EX_dag_hs_e	39723	
0	EX_sph1p_e	38671	
0	24_25VITD3Hm		1.14.13.126
0	34DHPLACOX_NADP	11888	1.2.1.5
0	3AIBTm	18393	2.6.1.40
0	3HLYTCL	12272	4.1.1.28
0	3HXKYNDCL		4.1.1.-
0	3MOX4HOXPGALDOX_NADP	11888	1.2.1.5
0	3MOXTYROX	26414	1.4.3.4
0	3SALACBOXL	16877	4.1.1.29
0	3SALATAi	21824	2.6.1.1
0	3SPYRSP		3.13.1
0	41R1H2MAE12BOOX	26414	1.4.3.4
0	5HLTDL	12272	4.1.1.28
0	5HOXINDACTO2OX	16829	1.2.3.1
0	5HOXINDACTOX	16185	1.2.1.3
0	5HOXINDACTOXm	16185	1.2.1.3
0	5HTRPDOX	14189	1.13.11.52
0	5HXKYNOXDA	26414	1.4.3.4
0	AACOAT	16117	6.2.1.16
0	ABTD	16381	1.1.1.12
0	ABUTt2rL	28915	
0	ACCOALm	20373	6.2.1.17
0	ACGAM2E	19033	5.1.3.8
0	ACHEe	17561	3.1.1.7
0	ACNAMlt	28987	
0	ACNAMtn	28991	
0	ACOAD10m	43780	1.3.99.3
0	ACOAD1fm	24004	1.3.3.6
0	ACOAD8m	12276	1.3.8.4
0	ACYP	14965	3.6.1.7
0	ACtg	27814	
0	ADNK1m	20824	2.7.1.20
